date,country,confirmed,deaths
2020-12-05 00:00:00,Russia,2410462,42228
2020-12-05 00:00:00,US,14733807,284169
2020-12-06 00:00:00,Russia,2439163,42675
2020-12-06 00:00:00,US,14915060,285532
2020-12-07 00:00:00,Russia,2466961,43122
2020-12-07 00:00:00,US,15109469,287132
2020-12-08 00:00:00,Russia,2492713,43674
2020-12-08 00:00:00,US,15333921,289753
2020-12-09 00:00:00,Russia,2518551,44220
2020-12-09 00:00:00,US,15556569,292934
2020-12-10 00:00:00,Russia,2546113,44769
2020-12-10 00:00:00,US,15787997,295928
2020-12-11 00:00:00,Russia,2574319,45370
2020-12-11 00:00:00,US,16028086,299335
2020-12-12 00:00:00,Russia,2602048,45923
2020-12-12 00:00:00,US,16245883,301813
2020-12-13 00:00:00,Russia,2629699,46404
2020-12-13 00:00:00,US,16433854,303450
2020-12-14 00:00:00,Russia,2656601,46846
2020-12-14 00:00:00,US,16628168,305100
2020-12-15 00:00:00,Russia,2682866,47410
2020-12-15 00:00:00,US,16837160,308186
2020-12-16 00:00:00,Russia,2708940,47994
2020-12-16 00:00:00,US,17083804,311864
2020-12-17 00:00:00,Russia,2736727,48568
2020-12-17 00:00:00,US,17323704,315365
2020-12-18 00:00:00,Russia,2764843,49170
2020-12-18 00:00:00,US,17575536,318331
2020-12-19 00:00:00,Russia,2792615,49744
2020-12-19 00:00:00,US,17767638,321009
2020-12-20 00:00:00,Russia,2821125,50242
2020-12-20 00:00:00,US,17955653,322740
2020-12-21 00:00:00,Russia,2850042,50723
2020-12-21 00:00:00,US,18154356,324640
2020-12-22 00:00:00,Russia,2878382,51274
2020-12-22 00:00:00,US,18352463,328038
2020-12-23 00:00:00,Russia,2905196,51810
2020-12-23 00:00:00,US,18582087,331461
2020-12-24 00:00:00,Russia,2934695,52434
2020-12-24 00:00:00,US,18776242,334357
2020-12-25 00:00:00,Russia,2963290,52985
2020-12-25 00:00:00,US,18874122,335814
2020-12-26 00:00:00,Russia,2992123,53539
2020-12-26 00:00:00,US,19100538,337705
2020-12-27 00:00:00,Russia,3019972,54080
2020-12-27 00:00:00,US,19256383,339142
2020-12-28 00:00:00,Russia,3047335,54559
2020-12-28 00:00:00,US,19430535,341144
2020-12-29 00:00:00,Russia,3073923,55107
2020-12-29 00:00:00,US,19630943,344760
2020-12-30 00:00:00,Russia,3100018,55692
2020-12-30 00:00:00,US,19864644,348552
2020-12-31 00:00:00,Russia,3127347,56271
2020-12-31 00:00:00,US,20100244,351980
2021-01-01 00:00:00,Russia,3153960,56798
2021-01-01 00:00:00,US,20254160,354115
2021-01-02 00:00:00,Russia,3179898,57235
2021-01-02 00:00:00,US,20554622,356672
2021-01-03 00:00:00,Russia,3203743,57730
2021-01-03 00:00:00,US,20763475,358129
2021-01-04 00:00:00,Russia,3226758,58203
2021-01-04 00:00:00,US,20947480,360223
2021-01-05 00:00:00,Russia,3250713,58706
2021-01-05 00:00:00,US,21182522,363913
2021-01-06 00:00:00,Russia,3274615,59137
2021-01-06 00:00:00,US,21438159,367805
2021-01-07 00:00:00,Russia,3297833,59628
2021-01-07 00:00:00,US,21716496,371809
2021-01-08 00:00:00,Russia,3321163,60067
2021-01-08 00:00:00,US,22011753,375907
2021-01-09 00:00:00,Russia,3344175,60523
2021-01-09 00:00:00,US,22272720,379212
2021-01-10 00:00:00,Russia,3366715,60963
2021-01-10 00:00:00,US,22486135,381230
2021-01-11 00:00:00,Russia,3389733,61389
2021-01-11 00:00:00,US,22700799,383329
2021-01-12 00:00:00,Russia,3412390,61908
2021-01-12 00:00:00,US,22927766,387789
2021-01-13 00:00:00,Russia,3434934,62463
2021-01-13 00:00:00,US,23158067,391783
2021-01-14 00:00:00,Russia,3459237,63016
2021-01-14 00:00:00,US,23393833,395750
2021-01-15 00:00:00,Russia,3483531,63558
2021-01-15 00:00:00,US,23636613,399662
2021-01-16 00:00:00,Russia,3507201,64134
2021-01-16 00:00:00,US,23838471,403081
2021-01-17 00:00:00,Russia,3530379,64601
2021-01-17 00:00:00,US,24016402,404982
2021-01-18 00:00:00,Russia,3552888,65059
2021-01-18 00:00:00,US,24160000,406542
2021-01-19 00:00:00,Russia,3574330,65632
2021-01-19 00:00:00,US,24336216,409248
2021-01-20 00:00:00,Russia,3595136,66214
2021-01-20 00:00:00,US,24519477,413660
2021-01-21 00:00:00,Russia,3616680,66810
2021-01-21 00:00:00,US,24713333,417846
2021-01-22 00:00:00,Russia,3637862,67376
2021-01-22 00:00:00,US,24904093,421669
2021-01-23 00:00:00,Russia,3658447,67919
2021-01-23 00:00:00,US,25074852,425043
2021-01-24 00:00:00,Russia,3679247,68397
2021-01-24 00:00:00,US,25206050,426908
2021-01-25 00:00:00,Russia,3698246,68841
2021-01-25 00:00:00,US,25357727,428882
2021-01-26 00:00:00,Russia,3716228,69391
2021-01-26 00:00:00,US,25505353,432903
2021-01-27 00:00:00,Russia,3733692,69971
2021-01-27 00:00:00,US,25659314,436849
2021-01-28 00:00:00,Russia,3752548,70533
2021-01-28 00:00:00,US,25828118,440861
2021-01-29 00:00:00,Russia,3771514,71054
2021-01-29 00:00:00,US,25994731,444504
2021-01-30 00:00:00,Russia,3790265,71556
2021-01-30 00:00:00,US,26137190,447301
2021-01-31 00:00:00,Russia,3808348,72029
2021-01-31 00:00:00,US,26249342,449164
2021-02-01 00:00:00,Russia,3825739,72456
2021-02-01 00:00:00,US,26384317,451244
2021-02-02 00:00:00,Russia,3842145,72982
2021-02-02 00:00:00,US,26499620,454664
2021-02-03 00:00:00,Russia,3858367,73497
2021-02-03 00:00:00,US,26621311,458546
2021-02-04 00:00:00,Russia,3874830,74005
2021-02-04 00:00:00,US,26745317,462293
2021-02-05 00:00:00,Russia,3891274,74520
2021-02-05 00:00:00,US,26879739,465958
2021-02-06 00:00:00,Russia,3907653,75010
2021-02-06 00:00:00,US,26983915,468644
2021-02-07 00:00:00,Russia,3923461,75430
2021-02-07 00:00:00,US,27073661,470084
2021-02-08 00:00:00,Russia,3939162,75828
2021-02-08 00:00:00,US,27164099,471698
2021-02-09 00:00:00,Russia,3953970,76347
2021-02-09 00:00:00,US,27259364,474746
2021-02-10 00:00:00,Russia,3968228,76873
2021-02-10 00:00:00,US,27354614,478050
2021-02-11 00:00:00,Russia,3983031,77415
2021-02-11 00:00:00,US,27460378,481265
2021-02-12 00:00:00,Russia,3997898,77911
2021-02-12 00:00:00,US,27560048,484195
2021-02-13 00:00:00,Russia,4012538,78403
2021-02-13 00:00:00,US,27647267,486393
2021-02-14 00:00:00,Russia,4026506,78825
2021-02-14 00:00:00,US,27712402,487565
2021-02-15 00:00:00,Russia,4040505,79210
2021-02-15 00:00:00,US,27766681,488528
2021-02-16 00:00:00,Russia,4053535,79659
2021-02-16 00:00:00,US,27829179,490274
2021-02-17 00:00:00,Russia,4066164,80118
2021-02-17 00:00:00,US,27899318,492670
2021-02-18 00:00:00,Russia,4079407,80587
2021-02-18 00:00:00,US,27969229,495184
2021-02-19 00:00:00,Russia,4092649,81048
2021-02-19 00:00:00,US,28048511,497809
2021-02-20 00:00:00,Russia,4105424,81517
2021-02-20 00:00:00,US,28120207,499646
2021-02-21 00:00:00,Russia,4117992,81926
2021-02-21 00:00:00,US,28177359,500884
2021-02-22 00:00:00,Russia,4130447,82255
2021-02-22 00:00:00,US,28233518,502197
2021-02-23 00:00:00,Russia,4142126,82666
2021-02-23 00:00:00,US,28305788,504472
2021-02-24 00:00:00,Russia,4153735,83044
2021-02-24 00:00:00,US,28380537,507655
2021-02-25 00:00:00,Russia,4164802,83481
2021-02-25 00:00:00,US,28458041,510088
2021-02-26 00:00:00,Russia,4175757,83900
2021-02-26 00:00:00,US,28535390,512166
2021-02-27 00:00:00,Russia,4187166,84330
2021-02-27 00:00:00,US,28600016,513688
2021-02-28 00:00:00,Russia,4198400,84700
2021-02-28 00:00:00,US,28651438,514780
2021-03-01 00:00:00,Russia,4209850,85025
2021-03-01 00:00:00,US,28709536,516295
2021-03-02 00:00:00,Russia,4220291,85458
2021-03-02 00:00:00,US,28766634,518236
2021-03-03 00:00:00,Russia,4230707,85901
2021-03-03 00:00:00,US,28833825,520717
2021-03-04 00:00:00,Russia,4241970,86368
2021-03-04 00:00:00,US,28901885,522639
2021-03-05 00:00:00,Russia,4252876,86821
2021-03-05 00:00:00,US,28968304,524442
2021-03-06 00:00:00,Russia,4263785,87253
2021-03-06 00:00:00,US,29026558,525952
2021-03-07 00:00:00,Russia,4274263,87614
2021-03-07 00:00:00,US,29067631,526654
2021-03-08 00:00:00,Russia,4284408,87985
2021-03-08 00:00:00,US,29112548,527390
2021-03-09 00:00:00,Russia,4293750,88315
2021-03-09 00:00:00,US,29170215,529195
2021-03-10 00:00:00,Russia,4302726,88773
2021-03-10 00:00:00,US,29228110,530765
2021-03-11 00:00:00,Russia,4311893,89224
2021-03-11 00:00:00,US,29290581,532323
2021-03-12 00:00:00,Russia,4321588,89701
2021-03-12 00:00:00,US,29352094,533868
2021-03-13 00:00:00,Russia,4331396,90169
2021-03-13 00:00:00,US,29405125,534899
2021-03-14 00:00:00,Russia,4341381,90558
2021-03-14 00:00:00,US,29443403,535484
2021-03-15 00:00:00,Russia,4350728,90958
2021-03-15 00:00:00,US,29499944,536232
2021-03-16 00:00:00,Russia,4360033,91395
2021-03-16 00:00:00,US,29553952,537411
2021-03-17 00:00:00,Russia,4368943,91815
2021-03-17 00:00:00,US,29613232,538638
2021-03-18 00:00:00,Russia,4378656,92266
2021-03-18 00:00:00,US,29673607,540284
2021-03-19 00:00:00,Russia,4388268,92704
2021-03-19 00:00:00,US,29735258,541411
2021-03-20 00:00:00,Russia,4397816,93090
2021-03-20 00:00:00,US,29790777,542151
2021-03-21 00:00:00,Russia,4407031,93457
2021-03-21 00:00:00,US,29824599,542639
2021-03-22 00:00:00,Russia,4416226,93812
2021-03-22 00:00:00,US,29876035,543360
2021-03-23 00:00:00,Russia,4424595,94231
2021-03-23 00:00:00,US,29929723,544235
2021-03-24 00:00:00,Russia,4433364,94624
2021-03-24 00:00:00,US,30016661,545745
2021-03-25 00:00:00,Russia,4442492,95010
2021-03-25 00:00:00,US,30084207,547145
2021-03-26 00:00:00,Russia,4451565,95410
2021-03-26 00:00:00,US,30161584,548296
2021-03-27 00:00:00,Russia,4460348,95792
2021-03-27 00:00:00,US,30224426,549092
2021-03-28 00:00:00,Russia,4469327,96123
2021-03-28 00:00:00,US,30267649,549617
2021-03-29 00:00:00,Russia,4477916,96413
2021-03-29 00:00:00,US,30336922,550321
2021-03-30 00:00:00,Russia,4486078,96817
2021-03-30 00:00:00,US,30398351,551204
2021-03-31 00:00:00,Russia,4494234,97219
2021-03-31 00:00:00,US,30465116,552282
2021-04-01 00:00:00,Russia,4503291,97594
2021-04-01 00:00:00,US,30544235,553359
2021-04-02 00:00:00,Russia,4511973,97986
2021-04-02 00:00:00,US,30614122,554313
2021-04-03 00:00:00,Russia,4520879,98363
2021-04-03 00:00:00,US,30677383,555064
2021-04-04 00:00:00,Russia,4529576,98713
2021-04-04 00:00:00,US,30712516,555361
2021-04-05 00:00:00,Russia,4538101,99049
2021-04-05 00:00:00,US,30789920,555866
2021-04-06 00:00:00,Russia,4546307,99431
2021-04-06 00:00:00,US,30850594,556726
2021-04-07 00:00:00,Russia,4554481,99800
2021-04-07 00:00:00,US,30925615,559319
2021-04-08 00:00:00,Russia,4563026,100158
2021-04-08 00:00:00,US,31005509,560347
2021-04-09 00:00:00,Russia,4572053,100554
2021-04-09 00:00:00,US,31088219,561238
2021-04-10 00:00:00,Russia,4580633,100949
2021-04-10 00:00:00,US,31154906,561950
2021-04-11 00:00:00,Russia,4589209,101282
2021-04-11 00:00:00,US,31201415,562255
2021-04-12 00:00:00,Russia,4597400,101552
2021-04-12 00:00:00,US,31271490,562729
2021-04-13 00:00:00,Russia,4605444,101882
2021-04-13 00:00:00,US,31349456,563560
2021-04-14 00:00:00,Russia,4613646,102275
2021-04-14 00:00:00,US,31424859,564516
2021-04-15 00:00:00,Russia,4622464,102667
2021-04-15 00:00:00,US,31499167,565421
2021-04-16 00:00:00,Russia,4631336,103059
2021-04-16 00:00:00,US,31579238,566300
2021-04-17 00:00:00,Russia,4640537,103451
2021-04-17 00:00:00,US,31631770,567000
2021-04-18 00:00:00,Russia,4649044,103834
2021-04-18 00:00:00,US,31673891,567338
2021-04-19 00:00:00,Russia,4657509,104173
2021-04-19 00:00:00,US,31741996,567835
2021-04-20 00:00:00,Russia,4665553,104545
2021-04-20 00:00:00,US,31802945,568678
2021-04-21 00:00:00,Russia,4673699,104937
2021-04-21 00:00:00,US,31865800,569538
2021-04-22 00:00:00,Russia,4682573,105328
2021-04-22 00:00:00,US,31933078,570506
2021-04-23 00:00:00,Russia,4691290,105718
2021-04-23 00:00:00,US,31995489,571283
2021-04-24 00:00:00,Russia,4699988,106108
2021-04-24 00:00:00,US,32048984,572034
2021-04-25 00:00:00,Russia,4708640,106434
2021-04-25 00:00:00,US,32081137,572327
2021-04-26 00:00:00,Russia,4717321,106783
2021-04-26 00:00:00,US,32128705,572817
2021-04-27 00:00:00,Russia,4725252,107167
2021-04-27 00:00:00,US,32179541,573471
2021-04-28 00:00:00,Russia,4732981,107547
2021-04-28 00:00:00,US,32234691,574439
2021-04-29 00:00:00,Russia,4742142,107902
2021-04-29 00:00:00,US,32292942,575316
2021-04-30 00:00:00,Russia,4750755,108290
2021-04-30 00:00:00,US,32350861,576065
2021-05-01 00:00:00,Russia,4759902,108675
2021-05-01 00:00:00,US,32396252,576781
2021-05-02 00:00:00,Russia,4768476,109011
2021-05-02 00:00:00,US,32425655,577121
2021-05-03 00:00:00,Russia,4776844,109341
2021-05-03 00:00:00,US,32476146,577621
2021-05-04 00:00:00,Russia,4784497,109670
2021-05-04 00:00:00,US,32516869,578495
2021-05-05 00:00:00,Russia,4792354,110022
2021-05-05 00:00:00,US,32561573,579290
2021-05-06 00:00:00,Russia,4799872,110366
2021-05-06 00:00:00,US,32609130,580088
2021-05-07 00:00:00,Russia,4808133,110735
2021-05-07 00:00:00,US,32657260,580847
2021-05-08 00:00:00,Russia,4816331,111097
2021-05-08 00:00:00,US,32690935,581478
2021-05-09 00:00:00,Russia,4824621,111425
2021-05-09 00:00:00,US,32712362,581727
2021-05-10 00:00:00,Russia,4832959,111740
2021-05-10 00:00:00,US,32749160,582138
2021-05-11 00:00:00,Russia,4840948,112063
2021-05-11 00:00:00,US,32782822,582826
2021-05-12 00:00:00,Russia,4849044,112410
2021-05-12 00:00:00,US,32818648,583594
2021-05-13 00:00:00,Russia,4857303,112795
2021-05-13 00:00:00,US,32856724,584360
2021-05-14 00:00:00,Russia,4866641,113182
2021-05-14 00:00:00,US,32898984,585017
2021-05-15 00:00:00,Russia,4875308,113541
2021-05-15 00:00:00,US,32927841,585516
2021-05-16 00:00:00,Russia,4883734,113927
2021-05-16 00:00:00,US,32944716,585793
2021-05-17 00:00:00,Russia,4892938,114263
2021-05-17 00:00:00,US,32973337,586189
2021-05-18 00:00:00,Russia,4900995,114619
2021-05-18 00:00:00,US,33001126,586960
2021-05-19 00:00:00,Russia,4908794,115003
2021-05-19 00:00:00,US,33030427,587636
2021-05-20 00:00:00,Russia,4917906,115393
2021-05-20 00:00:00,US,33060633,588313
2021-05-21 00:00:00,Russia,4926717,115764
2021-05-21 00:00:00,US,33088579,588928
2021-05-22 00:00:00,Russia,4935302,116144
2021-05-22 00:00:00,US,33108377,589425
2021-05-23 00:00:00,Russia,4944129,116497
2021-05-23 00:00:00,US,33121245,589623
2021-05-24 00:00:00,Russia,4952412,116812
2021-05-24 00:00:00,US,33147060,590069
2021-05-25 00:00:00,Russia,4960174,117197
2021-05-25 00:00:00,US,33169799,590703
2021-05-26 00:00:00,Russia,4968421,117595
2021-05-26 00:00:00,US,33193775,591682
2021-05-27 00:00:00,Russia,4977332,117990
2021-05-27 00:00:00,US,33221223,593044
2021-05-28 00:00:00,Russia,4986458,118386
2021-05-28 00:00:00,US,33243082,593606
2021-05-29 00:00:00,Russia,4995613,118781
2021-05-29 00:00:00,US,33255083,593939
2021-05-30 00:00:00,Russia,5005171,119130
2021-05-30 00:00:00,US,33261817,594074
2021-05-31 00:00:00,Russia,5013512,119464
2021-05-31 00:00:00,US,33267592,594227
2021-06-01 00:00:00,Russia,5022881,119830
2021-06-01 00:00:00,US,33290532,594877
2021-06-02 00:00:00,Russia,5031583,120217
2021-06-02 00:00:00,US,33307449,595436
2021-06-03 00:00:00,Russia,5040390,120604
2021-06-03 00:00:00,US,33326529,596055
2021-06-04 00:00:00,Russia,5049210,120974
2021-06-04 00:00:00,US,33343379,596582
2021-06-05 00:00:00,Russia,5058221,121365
2021-06-05 00:00:00,US,33357285,596966
2021-06-06 00:00:00,Russia,5067246,121711
2021-06-06 00:00:00,US,33362680,597138
2021-06-07 00:00:00,Russia,5076543,122037
2021-06-07 00:00:00,US,33378176,597456
2021-06-08 00:00:00,Russia,5086386,122409
2021-06-08 00:00:00,US,33391189,597798
2021-06-09 00:00:00,Russia,5096657,122802
2021-06-09 00:00:00,US,33409836,598249
2021-06-10 00:00:00,Russia,5108217,123178
2021-06-10 00:00:00,US,33424381,598682
2021-06-11 00:00:00,Russia,5120578,123568
2021-06-11 00:00:00,US,33449080,599333
2021-06-12 00:00:00,Russia,5133938,123961
2021-06-12 00:00:00,US,33457308,599627
2021-06-13 00:00:00,Russia,5148499,124314
2021-06-13 00:00:00,US,33462085,599741
2021-06-14 00:00:00,Russia,5162049,124681
2021-06-14 00:00:00,US,33474815,599921
2021-06-15 00:00:00,Russia,5176051,125055
2021-06-15 00:00:00,US,33486120,600242
2021-06-16 00:00:00,Russia,5189260,125443
2021-06-16 00:00:00,US,33498545,600620
2021-06-17 00:00:00,Russia,5203117,125853
2021-06-17 00:00:00,US,33508938,600906
2021-06-18 00:00:00,Russia,5220168,126300
2021-06-18 00:00:00,US,33529529,601506
2021-06-19 00:00:00,Russia,5237847,126761
2021-06-19 00:00:00,US,33538049,601679
2021-06-20 00:00:00,Russia,5255214,127206
2021-06-20 00:00:00,US,33541941,601768
2021-06-21 00:00:00,Russia,5272328,127641
2021-06-21 00:00:00,US,33554275,602043
2021-06-22 00:00:00,Russia,5288766,128180
2021-06-22 00:00:00,US,33565215,602370
2021-06-23 00:00:00,Russia,5306069,128719
2021-06-23 00:00:00,US,33577651,602751
2021-06-24 00:00:00,Russia,5325940,129278
2021-06-24 00:00:00,US,33590481,603096
2021-06-25 00:00:00,Russia,5346005,129869
2021-06-25 00:00:00,US,33614196,603594
2021-06-26 00:00:00,Russia,5367317,130479
2021-06-26 00:00:00,US,33621499,603743
2021-06-27 00:00:00,Russia,5387486,131070
2021-06-27 00:00:00,US,33625419,603819
2021-06-28 00:00:00,Russia,5408744,131671
2021-06-28 00:00:00,US,33640502,603972
2021-06-29 00:00:00,Russia,5428961,132314
2021-06-29 00:00:00,US,33651852,604290
2021-06-30 00:00:00,Russia,5449594,132973
2021-06-30 00:00:00,US,33664970,604540
2021-07-01 00:00:00,Russia,5472722,133633
2021-07-01 00:00:00,US,33679433,604848
2021-07-02 00:00:00,Russia,5495513,134302
2021-07-02 00:00:00,US,33709325,605321
2021-07-03 00:00:00,Russia,5519516,134987
2021-07-03 00:00:00,US,33714064,605403
2021-07-04 00:00:00,Russia,5544209,135637
2021-07-04 00:00:00,US,33717761,605438
2021-07-05 00:00:00,Russia,5568104,136279
2021-07-05 00:00:00,US,33723289,605488
2021-07-06 00:00:00,Russia,5591030,137005
2021-07-06 00:00:00,US,33747513,605828
2021-07-07 00:00:00,Russia,5614540,137718
2021-07-07 00:00:00,US,33770444,606122
2021-07-08 00:00:00,Russia,5638901,138441
2021-07-08 00:00:00,US,33790505,606382
2021-07-09 00:00:00,Russia,5664200,139156
2021-07-09 00:00:00,US,33838746,606886
2021-07-10 00:00:00,Russia,5688807,139896
2021-07-10 00:00:00,US,33847784,607025
2021-07-11 00:00:00,Russia,5713351,140635
2021-07-11 00:00:00,US,33853948,607053
2021-07-12 00:00:00,Russia,5738000,141335
2021-07-12 00:00:00,US,33888961,607297
2021-07-13 00:00:00,Russia,5762211,142102
2021-07-13 00:00:00,US,33915385,607652
2021-07-14 00:00:00,Russia,5785542,142877
2021-07-14 00:00:00,US,33947230,607984
2021-07-15 00:00:00,Russia,5810335,143657
2021-07-15 00:00:00,US,33975642,608267
2021-07-16 00:00:00,Russia,5835523,144446
2021-07-16 00:00:00,US,34054952,608658
2021-07-17 00:00:00,Russia,5860113,145222
2021-07-17 00:00:00,US,34067912,608729
2021-07-18 00:00:00,Russia,5884593,145975
2021-07-18 00:00:00,US,34079960,608865
2021-07-19 00:00:00,Russia,5908691,146686
2021-07-19 00:00:00,US,34132071,609076
2021-07-20 00:00:00,Russia,5931925,147457
2021-07-20 00:00:00,US,34174774,609362
2021-07-21 00:00:00,Russia,5955089,148229
2021-07-21 00:00:00,US,34226806,609695
2021-07-22 00:00:00,Russia,5979027,149012
2021-07-22 00:00:00,US,34281883,610010
2021-07-23 00:00:00,Russia,6002303,149796
2021-07-23 00:00:00,US,34400680,610535
2021-07-24 00:00:00,Russia,6025698,150583
2021-07-24 00:00:00,US,34428075,610650
2021-07-25 00:00:00,Russia,6049215,151352
2021-07-25 00:00:00,US,34444083,610706
2021-07-26 00:00:00,Russia,6071893,152069
2021-07-26 00:00:00,US,34533179,610977
2021-07-27 00:00:00,Russia,6094379,152836
2021-07-27 00:00:00,US,34603919,611416
2021-07-28 00:00:00,Russia,6116249,153620
2021-07-28 00:00:00,US,34672690,611803
2021-07-29 00:00:00,Russia,6138969,154404
2021-07-29 00:00:00,US,34750860,612124
2021-07-30 00:00:00,Russia,6161985,155180
2021-07-30 00:00:00,US,34945468,613013
2021-07-31 00:00:00,Russia,6185249,155952
2021-07-31 00:00:00,US,34978276,613157
2021-08-01 00:00:00,Russia,6207513,156726
2021-08-01 00:00:00,US,35003417,613228
